,Rating,Year,Genre
3369,7.8,2013,Experimental
3370,7.4,2013,Electronic
3371,7.9,2013,Rock
3372,7.2,2013,Rock
3373,7.7,2013,Experimental
3374,7.7,2013,Electronic
3375,7.4,2013,Rock
3376,7.4,2013,Electronic
3377,6.5,2013,Electronic
3378,7.3,2013,Rock
3379,7.3,2013,Pop/R&B
3380,4.5,2013,Rock
3381,5.2,2013,Rock
3382,6.8,2013,Rap
3383,6.8,2013,Pop/R&B
3384,6.8,2013,Metal
3385,7.2,2013,Rap
3386,8.2,2013,Rap
3387,8.0,2013,Electronic
3388,5.9,2013,Rock
3389,6.7,2013,Rock
3390,7.1,2013,Experimental
3391,6.5,2013,Rock
3392,7.6,2013,Pop/R&B
3393,7.6,2013,Electronic
3394,5.9,2013,Rock
3395,5.9,2013,Experimental
3396,7.9,2013,Metal
3397,6.0,2013,Pop/R&B
3398,6.0,2013,Electronic
3399,7.9,2013,Metal
3400,7.4,2013,Electronic
3401,6.0,2013,Rock
3402,6.0,2013,Metal
3403,8.0,2013,Rap
3404,5.6,2013,Rock
3405,6.9,2013,Pop/R&B
3406,7.2,2013,Rock
3407,7.0,2013,Metal
3408,8.0,2013,Rock
3409,7.5,2013,Rock
3410,6.2,2013,Rock
3411,7.6,2013,Pop/R&B
3412,4.0,2013,Rock
3413,6.5,2013,Electronic
3414,7.6,2013,Rap
3415,6.3,2013,Pop/R&B
3416,7.1,2013,Rock
3417,6.0,2013,Electronic
3418,6.8,2013,Electronic
3419,6.9,2013,Rock
3420,6.9,2013,Experimental
3421,5.5,2013,Folk/Country
3422,7.9,2013,Rock
3423,6.6,2013,Rap
3424,7.7,2013,Rock
3425,6.5,2013,Rock
3426,8.0,2013,Metal
3427,9.0,2002,Rock
3428,7.0,2013,Electronic
3429,5.8,2013,Rock
3430,6.6,2013,Pop/R&B
3431,8.7,2013,Electronic
3432,7.1,2013,Electronic
3433,7.5,2013,Jazz
3434,7.5,2013,Electronic
3435,7.7,2013,Rock
3436,6.5,2013,Rock
3437,6.5,2013,Experimental
3438,5.6,2013,Folk/Country
3439,5.6,2013,Metal
3440,7.5,2013,Experimental
3441,7.1,2013,Pop/R&B
3442,6.7,2013,Rap
3443,7.3,2013,Rock
3444,5.5,2013,Rap
3445,6.8,2013,Rock
3446,6.8,2013,Experimental
3447,8.0,2013,Rock
3448,7.2,2013,Rock
3449,6.8,2013,Pop/R&B
3450,6.3,2013,Rock
3451,6.3,2013,Experimental
3452,7.3,2013,Electronic
3453,8.4,2013,Rock
3454,6.8,2013,Rap
3455,5.9,2013,Rock
3456,7.9,2013,Folk/Country
3457,7.3,2013,Pop/R&B
3458,7.4,2013,Pop/R&B
3459,7.4,2013,Electronic
3460,7.7,2013,Rock
3461,6.8,2013,Rock
3462,6.3,2013,Folk/Country
3463,6.9,2013,Rap
3464,7.9,2013,Electronic
3465,6.8,2013,Rock
3466,6.8,2013,Electronic
3467,7.2,2013,Electronic
3468,7.4,2013,Rock
3469,6.7,2013,Rock
3470,6.7,2013,Electronic
3471,6.5,2013,Rock
3472,5.8,2013,Rap
3473,6.4,2013,Rock
3474,7.3,2013,Electronic
3475,6.7,2013,Electronic
3476,7.9,2013,Experimental
3477,8.2,2013,Electronic
3478,7.4,2013,Rap
3479,7.5,2013,Pop/R&B
3480,8.5,2013,Rap
3481,7.0,2013,Rock
3482,5.0,2013,Rock
3483,5.0,2013,Electronic
3484,5.8,2013,Rock
3485,5.8,2013,Electronic
3486,7.5,2013,Rap
3487,5.1,2013,Rap
3488,5.9,2013,Electronic
3489,6.5,2013,Rock
3490,6.5,2013,Experimental
3491,6.5,2013,Electronic
3492,7.6,2013,Metal
3493,7.2,2013,Rock
3494,7.2,2013,Electronic
3495,7.4,2013,Pop/R&B
3496,7.1,2013,Electronic
3497,5.0,2013,Rock
3498,9.2,2013,Rap
3499,7.0,2013,Rap
3500,7.6,2013,Pop/R&B
3501,6.9,2013,Rap
3502,6.0,2013,Rap
3503,7.7,2013,Rock
3504,6.1,2013,Rap
3505,7.5,2013,Rock
3506,7.9,2013,Electronic
3507,6.2,2013,Rock
3508,9.5,2013,Rap
3509,7.4,2013,Rap
3510,7.6,2013,Rock
3511,6.6,2013,Rock
3512,6.6,2013,Electronic
3513,6.0,2013,Pop/R&B
3514,8.1,2013,Rock
3515,7.8,2013,Rock
3516,5.9,2013,Rock
3517,5.9,2013,Electronic
3518,8.4,2013,Rock
3519,8.4,2013,Electronic
3520,7.6,2013,Electronic
3521,8.0,2013,Rock
3522,7.1,2013,Pop/R&B
3523,6.7,2013,Rock
3524,7.2,2003,Rock
3525,6.9,2013,Experimental
3526,6.9,2013,Electronic
3527,7.9,2013,Rock
3528,7.0,2013,Rock
3529,5.7,2013,Electronic
3530,8.9,2013,Metal
3531,6.0,2013,Rock
3532,7.4,2013,Electronic
3533,7.6,2013,Rock
3534,5.6,2013,Folk/Country
3535,8.3,2013,Electronic
3536,7.0,2013,Rock
3537,7.0,2013,Metal
3538,7.3,2013,Rap
3539,7.1,2013,Global
3540,8.2,2013,Electronic
3541,7.5,2013,Rock
3542,6.5,2013,Electronic
3543,6.3,2013,Rock
3544,8.5,2013,Electronic
3545,7.9,2013,Electronic
3546,7.2,2013,Rap
3547,7.7,2013,Rock
3548,7.7,2013,Jazz
3549,7.7,2013,Experimental
3550,8.1,2013,Rock
3551,3.5,2013,Rap
3552,9.1,2013,Electronic
3553,5.9,2013,Rock
3554,5.9,2013,Metal
3555,7.0,2013,Electronic
3556,7.3,2013,Rock
3557,7.3,2013,Metal
3558,6.7,2013,Rock
3559,6.7,2013,Experimental
3560,8.1,2013,Rock
3561,6.3,2013,Rock
3562,6.3,2013,Experimental
3563,7.5,2013,Jazz
3564,7.5,2013,Metal
3565,6.7,2013,Electronic
3566,7.8,2013,Electronic
3567,7.4,2013,Rock
3568,7.8,2013,Experimental
3569,7.0,2013,Metal
3570,4.9,2013,Rock
3571,7.8,2013,Electronic
3572,6.7,2013,Rock
3573,6.7,2013,Experimental
3574,6.7,2013,Electronic
3575,6.9,2013,Rap
3576,6.9,2013,Pop/R&B
3577,6.7,2013,Pop/R&B
3578,6.7,2013,Folk/Country
3579,8.4,2008,Rock
3580,6.6,2013,Rock
3581,6.6,2013,Experimental
3582,6.6,2013,Electronic
3583,7.7,2013,Rock
3584,7.7,2013,Electronic
3585,8.6,2013,Rock
3586,8.6,2013,Electronic
3587,7.9,2013,Rock
3588,8.2,2013,Pop/R&B
3589,8.2,2013,Electronic
3590,5.5,2013,Pop/R&B
3591,8.9,2003,Electronic
3592,7.0,2013,Pop/R&B
3593,7.0,2013,Rock
3594,8.4,2013,Rock
3595,8.4,2013,Experimental
3596,7.6,2013,Rock
3597,7.7,2013,Rock
3598,7.7,2013,Pop/R&B
3599,7.7,2013,Folk/Country
3600,6.0,2013,Rock
3601,6.0,2013,Electronic
3602,8.2,2013,Rock
3603,7.7,2013,Rap
3604,6.0,2013,Electronic
3605,8.4,2013,Rock
3606,7.2,2013,Rock
3607,7.2,2013,Electronic
3608,7.3,2013,Pop/R&B
3609,8.8,2013,Electronic
3610,7.4,2013,Pop/R&B
3611,7.6,2013,Rock
3612,8.3,2013,Rock
3613,8.3,2013,Experimental
3614,8.3,2013,Electronic
3615,6.8,2013,Rock
3616,8.0,2013,Experimental
3617,7.8,2013,Electronic
3618,6.2,2013,Electronic
3619,7.6,2011,Rock
3620,8.0,2013,Rock
3621,6.6,2013,Rock
3622,8.4,2013,Rock
3623,7.7,2013,Electronic
3624,9.3,2013,Rock
3625,7.7,2013,Rock
3626,7.5,2013,Rock
3627,6.2,2013,Rock
3628,8.0,2013,Metal
3629,7.8,2013,Electronic
3630,4.0,2013,Rock
3631,4.0,2013,Rap
3632,7.3,2013,Jazz
3633,7.7,2013,Rock
3634,6.0,2013,Rock
3635,6.0,2013,Electronic
3636,8.0,2013,Rock
3637,8.0,2013,Experimental
3638,5.9,2013,Rock
3639,8.4,2013,Rap
3640,8.1,2013,Experimental
3641,7.5,2013,Electronic
3642,5.2,2013,Folk/Country
3643,8.7,2013,Rock
3644,7.2,2013,Pop/R&B
3645,7.0,2013,Rock
3646,7.0,2013,Electronic
3647,6.8,2013,Rock
3648,6.8,2013,Metal
3649,7.5,2013,Electronic
3650,8.3,2013,Rock
3651,7.6,2013,Rock
3652,6.1,2013,Rap
3653,8.1,2013,Metal
3654,6.8,2013,Rock
3655,8.4,2013,Rock
3656,6.5,2013,Rock
3657,6.5,2013,Metal
3658,7.7,2013,Rock
3659,6.8,2013,Rock
3660,7.0,2013,Rock
3661,7.0,2013,Experimental
3662,6.0,2013,Rock
3663,7.3,2013,Rock
3664,7.3,2013,Folk/Country
3665,7.3,2013,Electronic
3666,7.5,2013,Pop/R&B
3667,5.6,2013,Rock
3668,5.6,2013,Electronic
3669,7.1,2013,Rock
3670,7.1,2013,Electronic
3671,6.2,2013,Rock
3672,4.5,2013,Rock
3673,4.5,2013,Electronic
3674,7.5,2013,Rock
3675,8.0,2013,Rock
3676,8.0,2013,Metal
3677,7.9,2013,Jazz
3678,8.3,2013,Pop/R&B
3679,7.8,2013,Rock
3680,7.8,2013,Electronic
3681,7.9,2013,Rock
3682,7.1,2013,Rock
3683,8.0,2013,Rock
3684,7.4,2013,Rock
3685,7.4,2013,Pop/R&B
3686,6.9,2013,Rock
3687,7.8,2013,Global
3688,7.0,2013,Rock
3689,6.8,2013,Rap
3690,6.8,2013,Pop/R&B
3691,6.9,2013,Rock
3692,6.1,2013,Experimental
3693,7.5,2013,Rock
3694,6.8,2013,Rock
3695,6.8,2013,Metal
3696,6.8,2013,Experimental
3697,6.1,2013,Folk/Country
3698,7.8,2013,Rock
3699,7.8,2013,Electronic
3700,5.5,2013,Rock
3701,7.7,2013,Metal
3702,6.0,2013,Electronic
3703,7.4,2013,Rap
3704,7.5,2013,Rock
3705,7.5,2013,Electronic
3706,5.6,2013,Electronic
3707,6.0,2013,Rock
3708,6.0,2013,Electronic
3709,6.4,2013,Rock
3710,6.4,2013,Pop/R&B
3711,6.4,2013,Experimental
3712,5.7,2013,Global
3713,5.7,2013,Pop/R&B
3714,5.0,2013,Rock
3715,6.4,2013,Rock
3716,6.0,2013,Rock
3717,8.0,2013,Rock
3718,7.2,2013,Electronic
3719,5.4,2013,Rock
3720,7.9,2013,Metal
3721,7.0,2013,Pop/R&B
3722,6.0,2013,Jazz
3723,6.0,2013,Electronic
3724,8.0,2003,Rock
3725,8.0,2003,Electronic
3726,6.7,2013,Rock
3727,6.7,2013,Electronic
3728,8.1,2013,Global
3729,7.2,2013,Rock
3730,8.5,2013,Rock
3731,8.2,2013,Experimental
3732,6.8,2013,Rock
3733,6.8,2013,Experimental
3734,7.7,2013,Rock
3735,6.5,2013,Rock
3736,8.0,2013,Pop/R&B
3737,8.0,2013,Electronic
3738,7.9,2013,Electronic
3739,7.6,2013,Electronic
3740,5.5,2013,Rock
3741,8.4,2013,Experimental
3742,8.4,2013,Electronic
3743,5.1,2013,Rock
3744,5.1,2013,Electronic
3745,8.0,2013,Rock
3746,7.2,2013,Electronic
3747,6.8,2013,Pop/R&B
3748,7.0,2013,Rock
3749,7.8,2013,Rock
3750,7.4,2013,Rock
3751,8.0,2013,Metal
3752,7.4,2013,Rock
3753,7.4,2013,Electronic
3754,5.8,2013,Rock
3755,5.8,2013,Electronic
3756,4.9,2013,Rock
3757,7.6,2013,Rap
3758,7.0,2013,Rock
3759,8.2,2013,Rock
3760,4.9,2013,Rock
3761,4.9,2013,Electronic
3762,6.2,2013,Electronic
3763,8.1,2013,Electronic
3764,7.4,2013,Rap
3765,7.8,2013,Rap
3766,8.0,2013,Folk/Country
3767,6.6,2013,Rock
3768,7.3,2013,Rock
3769,3.9,2013,Rap
3770,8.4,2013,Electronic
3771,7.8,2013,Rock
3772,7.8,2013,Electronic
3773,6.8,2013,Electronic
3774,6.4,2013,Rock
3775,6.4,2013,Electronic
3776,5.0,2013,Rock
3777,5.0,2013,Electronic
3778,6.9,2013,Rock
3779,7.4,2013,Electronic
3780,8.6,2013,Electronic
3781,8.1,2013,Rap
3782,6.8,2013,Rock
3783,7.8,2013,Rock
3784,7.6,2013,Rock
3785,7.6,2013,Experimental
3786,6.1,2013,Rock
3787,7.6,2013,Pop/R&B
3788,7.2,2013,Metal
3789,7.6,2013,Rock
3790,8.0,2013,Folk/Country
3791,6.8,2013,Experimental
3792,6.8,2013,Electronic
3793,7.3,2013,Rock
3794,8.2,2013,Metal
3795,7.2,2013,Rap
3796,6.0,2013,Pop/R&B
3797,6.0,2013,Electronic
3798,6.5,2013,Rock
3799,6.5,2013,Experimental
3800,8.0,2013,Rock
3801,8.0,2013,Experimental
3802,6.8,2013,Rock
3803,6.8,2013,Pop/R&B
3804,8.4,2013,Pop/R&B
3805,7.0,2013,Rock
3806,7.5,2013,Rap
3807,7.3,2013,Rock
3808,8.2,2013,Metal
3809,8.8,2013,Rock
3810,7.0,2013,Rock
3811,7.8,2013,Rock
3812,8.0,2013,Rock
3813,8.0,2013,Experimental
3814,8.0,2013,Electronic
3815,6.9,2013,Pop/R&B
3816,7.2,2013,Rock
3817,7.4,2013,Metal
3818,7.2,2013,Rock
3819,7.2,2013,Experimental
3820,7.4,2013,Electronic
3821,6.2,2013,Folk/Country
3822,6.2,2013,Metal
3823,5.3,2013,Rock
3824,6.5,2013,Rap
3825,7.6,2013,Folk/Country
3826,5.9,2013,Rock
3827,7.3,2013,Rap
3828,7.6,2013,Rock
3829,7.5,2013,Electronic
3830,5.7,2013,Pop/R&B
3831,6.4,2013,Electronic
3832,8.2,2013,Rock
3833,6.5,2013,Rock
3834,6.5,2013,Electronic
3835,7.5,2013,Rock
3836,7.5,2013,Experimental
3837,8.4,2013,Rock
3838,7.3,2013,Pop/R&B
3839,7.3,2013,Electronic
3840,6.4,2013,Rock
3841,7.7,2013,Rock
3842,6.2,2013,Rock
3843,6.2,2013,Metal
3844,6.2,2013,Electronic
3845,7.6,2013,Rock
3846,6.2,2013,Rap
3847,5.0,2013,Rock
3848,5.0,2013,Experimental
3849,8.5,2013,Rock
3850,8.0,2013,Electronic
3851,6.8,2013,Rock
3852,4.8,2013,Rock
3853,4.8,2013,Electronic
3854,8.7,2013,Rock
3855,7.0,2013,Electronic
3856,7.1,2013,Rock
3857,6.7,2013,Electronic
3858,6.5,2013,Metal
3859,6.9,2012,Rock
3860,6.9,2012,Electronic
3861,6.3,2013,Rock
3862,6.3,2013,Global
3863,6.3,2013,Electronic
3864,7.6,2013,Rock
3865,8.0,2013,Rap
3866,7.4,2013,Rock
3867,5.9,2013,Electronic
3868,6.5,2013,Rock
3869,8.0,2013,Rock
3870,6.3,2013,Electronic
3871,4.7,2013,Rock
3872,8.5,2013,Electronic
3873,7.4,2013,Experimental
3874,5.8,2013,Rock
3875,7.7,2013,Experimental
3876,6.4,2013,Rock
3877,6.9,2013,Experimental
3878,7.8,2013,Rock
3879,6.9,2013,Rap
3880,7.4,2013,Metal
3881,5.6,2013,Pop/R&B
3882,7.5,2013,Electronic
3883,7.4,2012,Electronic
3884,6.3,2013,Rap
3885,7.2,2013,Electronic
3886,7.1,2013,Rap
3887,6.3,2013,Rock
3888,7.0,2013,Folk/Country
3889,7.2,2013,Rap
3890,7.4,2013,Rock
3891,7.4,2013,Experimental
3892,5.9,2013,Electronic
3893,6.7,2013,Rock
3894,7.0,2013,Pop/R&B
3895,6.0,2013,Rock
3896,6.0,2013,Experimental
3897,8.6,2013,Rock
3898,5.8,2013,Rock
3899,5.8,2013,Experimental
3900,5.2,2013,Rock
3901,5.2,2013,Pop/R&B
3902,8.0,2013,Rock
3903,7.9,2013,Rock
3904,6.5,2013,Experimental
3905,6.5,2013,Electronic
3906,7.9,2013,Rap
3907,2.0,2013,Rock
3908,7.3,2013,Rap
3909,7.3,2013,Electronic
3910,7.6,2013,Electronic
3911,6.3,2013,Pop/R&B
3912,6.6,2013,Rap
3913,7.8,2013,Rock
3914,7.8,2013,Pop/R&B
3915,7.6,2013,Rock
3916,7.6,2013,Rock
3917,8.0,2013,Rap
3918,7.5,2013,Rock
3919,7.5,2013,Experimental
3920,6.8,2013,Rock
3921,6.4,2013,Electronic
3922,4.3,2013,Rock
3923,4.3,2013,Electronic
3924,7.4,2013,Pop/R&B
3925,7.0,2013,Electronic
3926,7.0,2013,Electronic
3927,7.8,2013,Rap
3928,5.7,2013,Rock
3929,6.7,2013,Electronic
3930,7.6,2013,Rock
3931,7.4,2012,Rock
3932,7.4,2012,Electronic
3933,7.5,2013,Rap
3934,6.9,2013,Rock
3935,9.1,2013,Rock
3936,9.1,2013,Experimental
3937,7.7,2013,Rock
3938,7.3,2013,Rock
3939,7.7,2013,Rock
3940,7.7,2013,Electronic
3941,6.7,2013,Rock
3942,7.4,2013,Rock
3943,7.8,2013,Rock
3944,7.5,2013,Rock
3945,6.8,2013,Rock
3946,6.8,2013,Metal
3947,5.9,2013,Rock
3948,8.3,2013,Rock
3949,8.3,2013,Electronic
3950,7.3,2013,Electronic
3951,7.5,2013,Rock
3952,7.0,2013,Rap
3953,7.4,2013,Pop/R&B
3954,9.0,2013,Jazz
3955,6.8,2013,Rock
3956,6.8,2013,Pop/R&B
3957,7.4,2013,Pop/R&B
3958,7.4,2013,Electronic
3959,8.7,2013,Rock
3960,7.0,2013,Rock
3961,7.1,2013,Rock
3962,6.0,2013,Rap
3963,7.1,2013,Electronic
3964,8.1,2013,Rock
3965,7.3,2013,Rock
3966,6.9,2013,Rap
3967,6.0,2013,Rock
3968,7.6,2013,Rap
3969,7.0,2013,Rock
3970,7.8,2013,Electronic
3971,7.2,2013,Rock
3972,8.1,2013,Rock
3973,4.8,2013,Rock
3974,4.8,2013,Electronic
3975,7.4,2013,Folk/Country
3976,5.8,2013,Rock
3977,7.3,2013,Pop/R&B
3978,5.4,2013,Rap
3979,8.4,2013,Rock
3980,8.0,2012,Rock
3981,5.8,2013,Rock
3982,5.8,2013,Electronic
3983,7.9,2013,Electronic
3984,5.2,2013,Rock
3985,7.7,2013,Rock
3986,5.5,2013,Rock
3987,5.5,2013,Electronic
3988,7.9,2008,Rock
3989,6.9,2012,Rap
3990,6.8,2013,Rock
3991,6.3,2013,Rock
3992,7.3,2013,Rock
3993,7.6,2013,Rock
3994,7.6,2013,Pop/R&B
3995,7.6,2013,Electronic
3996,10.0,2006,Rap
3997,7.8,2012,Rock
3998,3.6,2013,Rock
3999,3.6,2013,Experimental
4000,7.6,2012,Rap
4001,6.5,2013,Rock
4002,7.5,2013,Rock
4003,7.4,2012,Rap
4004,6.9,2013,Rock
4005,6.9,2013,Electronic
4006,8.1,2013,Rock
4007,8.0,2012,Rock
4008,7.6,2013,Pop/R&B
4009,7.6,2013,Folk/Country
4010,5.5,2013,Rock
4011,5.2,2012,Rap
4012,8.7,2009,Experimental
4013,5.8,2012,Global
4014,5.8,2012,Experimental
4015,5.8,2012,Electronic
4016,5.2,2012,Rap
4017,5.2,2012,Metal
4018,6.2,2012,Pop/R&B
4019,6.2,2012,Electronic
4020,6.4,2012,Folk/Country
4021,5.8,2013,Rock
4022,7.1,2013,Electronic
4023,6.9,2012,Rap
4024,6.5,2012,Electronic
4025,6.4,2012,Rock
4026,5.0,2012,Rap
4027,7.9,2013,Rock
4028,4.4,2012,Jazz
4029,4.4,2012,Experimental
4030,6.2,2012,Rock
4031,8.4,2012,Experimental
4032,8.4,2012,Electronic
4033,7.6,2012,Pop/R&B
4034,5.8,2012,Electronic
4035,7.4,2013,Electronic
4036,8.7,2001,Electronic
4037,6.7,2012,Pop/R&B
4038,6.8,2012,Rap
4039,8.5,2013,Rap
4040,6.3,2012,Rock
4041,6.3,2012,Pop/R&B
4042,6.3,2012,Electronic
4043,6.9,2012,Electronic
4044,7.5,2012,Rap
4045,7.5,2012,Rap
4046,7.5,2012,Electronic
4047,8.0,2012,Electronic
4048,4.8,2012,Rap
4049,7.8,2012,Rock
4050,7.8,2012,Electronic
4051,6.0,2012,Rap
4052,8.0,2012,Metal
4053,10.0,2012,Pop/R&B
4054,6.0,2012,Rap
4055,5.2,2012,Pop/R&B
4056,5.2,2012,Electronic
4057,3.1,2012,Pop/R&B
4058,6.5,2012,Rap
4059,7.7,2012,Electronic
4060,6.1,2012,Rap
4061,6.6,2012,Rock
4062,6.6,2012,Experimental
4063,8.4,2012,Jazz
4064,7.4,2012,Experimental
4065,7.4,2012,Rock
4066,8.0,2012,Rap
4067,6.0,2012,Rock
4068,7.0,2012,Pop/R&B
4069,7.0,2012,Electronic
4070,6.2,2012,Rock
4071,6.2,2012,Electronic
4072,7.6,2012,Rock
4073,9.3,2012,Rock
4074,7.1,2012,Rock
4075,7.3,2012,Electronic
4076,9.5,2012,Rock
4077,7.1,2012,Pop/R&B
4078,6.1,2012,Electronic
4079,8.0,2012,Rock
4080,5.0,2012,Pop/R&B
4081,9.0,2012,Electronic
4082,7.5,2012,Experimental
4083,7.3,2012,Metal
4084,5.4,2012,Rap
4085,7.1,2012,Rock
4086,7.8,2012,Rock
4087,7.8,2012,Metal
4088,7.8,2012,Electronic
4089,8.7,2012,Rock
4090,8.7,2012,Electronic
4091,5.9,2012,Rock
4092,7.6,2012,Electronic
4093,6.9,2012,Rock
4094,7.8,2012,Pop/R&B
4095,7.0,2012,Rock
4096,7.8,2012,Rap
4097,7.8,2012,Pop/R&B
4098,7.2,2012,Electronic
4099,4.5,2012,Pop/R&B
4100,6.1,2012,Rap
4101,6.1,2012,Experimental
4102,7.0,2012,Rock
4103,4.5,2012,Rock
4104,8.1,2012,Rap
4105,5.8,2012,Rap
4106,9.0,2012,Rock
4107,8.1,2012,Experimental
4108,7.2,2012,Rap
4109,7.5,2012,Folk/Country
4110,5.7,2012,Rap
4111,10.0,2012,Experimental
4112,7.2,2012,Rap
4113,8.0,2012,Rock
4114,8.0,2012,Metal
4115,6.0,2012,Rock
4116,6.6,2012,Electronic
4117,5.9,2012,Rock
4118,6.8,2012,Rap
4119,7.7,2012,Rock
4120,7.7,2012,Experimental
4121,7.7,2012,Electronic
4122,7.0,2012,Experimental
4123,7.0,2012,Electronic
4124,6.5,2012,Rock
4125,6.5,2012,Metal
4126,6.5,2012,Electronic
4127,6.7,2012,Rock
4128,6.7,2012,Metal
4129,7.8,2012,Rock
4130,5.3,2012,Rap
4131,7.8,2012,Folk/Country
4132,7.2,2012,Rock
4133,6.3,2012,Rock
4134,7.1,2012,Rap
4135,8.5,2012,Pop/R&B
4136,6.0,2012,Rock
4137,7.4,2012,Electronic
4138,5.4,2012,Rap
4139,7.9,2012,Rock
4140,7.9,2012,Experimental
4141,8.0,2012,Electronic
4142,7.3,2012,Rock
4143,7.5,2012,Rock
4144,8.0,2012,Rock
4145,6.8,2012,Electronic
4146,7.0,2012,Rock
4147,3.4,2012,Rap
4148,3.4,2012,Metal
4149,7.6,2012,Electronic
4150,7.7,2012,Electronic
4151,7.1,2012,Rock
4152,7.1,2012,Experimental
4153,7.1,2012,Electronic
4154,7.2,2012,Rap
4155,4.7,2012,Rock
4156,4.7,2012,Electronic
4157,7.2,2012,Rock
4158,7.9,2012,Electronic
4159,8.0,2012,Rock
4160,8.0,2012,Experimental
4161,8.0,2012,Electronic
4162,7.0,2012,Electronic
4163,7.2,2012,Experimental
4164,7.3,2012,Rock
4165,5.9,2012,Electronic
4166,6.7,2012,Rock
4167,7.6,2012,Rap
4168,7.0,2012,Rock
4169,7.3,2012,Rock
4170,7.2,2012,Rap
4171,7.5,2012,Rock
4172,6.2,2012,Rock
4173,8.2,2012,Rock
4174,7.4,2012,Rap
4175,7.0,2012,Electronic
4176,7.0,2012,Rock
4177,7.1,2012,Rap
4178,6.3,2012,Electronic
4179,6.9,2012,Pop/R&B
4180,8.7,2012,Electronic
4181,7.9,2012,Metal
4182,7.0,2012,Rock
4183,7.0,2012,Electronic
4184,5.8,2012,Rock
4185,5.8,2012,Electronic
4186,5.8,2012,Rock
4187,7.6,2012,Electronic
4188,8.1,2012,Experimental
4189,6.8,2012,Experimental
4190,8.0,2012,Rock
4191,5.1,2012,Rock
4192,5.7,2012,Rock
4193,7.4,2012,Rock
4194,7.0,2012,Rock
4195,6.6,2012,Electronic
4196,7.4,2012,Rock
4197,7.0,2012,Jazz
4198,7.0,2012,Metal
4199,9.5,2012,Rap
4200,6.8,2012,Rock
4201,7.0,2012,Electronic
4202,7.7,2012,Pop/R&B
4203,8.4,2012,Rock
4204,8.4,2012,Electronic
4205,7.0,2012,Rock
4206,7.0,2012,Electronic
4207,8.0,2012,Metal
4208,7.7,2012,Rock
4209,7.7,2012,Experimental
4210,7.0,2012,Rock
4211,7.0,2012,Pop/R&B
4212,7.1,2012,Rock
4213,6.5,2012,Rap
4214,6.9,2012,Rock
4215,6.9,2012,Experimental
4216,7.0,2012,Rock
4217,6.5,2012,Rock
4218,6.5,2012,Global
4219,5.9,2012,Rap
4220,6.8,2012,Rock
4221,7.5,2012,Pop/R&B
4222,7.7,2012,Rock
4223,6.0,2012,Pop/R&B
4224,7.5,2012,Electronic
4225,5.8,2012,Rock
4226,7.5,2012,Rock
4227,5.6,2012,Rap
4228,5.6,2012,Electronic
4229,5.7,2012,Rock
4230,5.7,2012,Experimental
4231,9.3,2012,Rock
4232,6.4,2012,Electronic
4233,7.8,2012,Rap
4234,8.6,2012,Metal
4235,6.7,2012,Rap
4236,7.5,2012,Rock
4237,7.4,2012,Metal
4238,7.4,2012,Electronic
4239,8.5,2012,Rock
4240,6.8,2012,Rock
4241,8.0,2012,Rock
4242,2.8,2012,Rock
4243,2.8,2012,Rap
4244,5.6,2012,Rock
4245,9.0,2012,Rock
4246,6.0,2012,Rock
4247,7.1,2012,Rap
4248,7.7,2012,Rock
4249,8.2,2012,Rap
4250,8.2,2012,Experimental
4251,7.6,2012,Rock
4252,7.4,2012,Electronic
4253,7.9,2012,Experimental
4254,8.4,2012,Pop/R&B
4255,8.2,2012,Rap
4256,6.6,2012,Rock
4257,6.6,2012,Experimental
4258,7.7,2012,Rock
4259,7.3,2012,Pop/R&B
4260,7.6,2012,Rock
4261,7.8,2012,Rock
4262,5.5,2012,Rock
4263,6.8,2012,Rock
4264,5.7,2012,Electronic
4265,8.5,2012,Electronic
4266,6.8,2012,Rock
4267,6.8,2012,Electronic
4268,7.4,2012,Rock
4269,5.9,2012,Rock
4270,5.9,2012,Electronic
4271,8.5,2012,Rock
4272,8.5,2012,Metal
4273,4.8,2012,Rock
4274,6.8,2012,Rap
4275,6.1,2012,Rock
4276,7.8,2012,Rock
4277,7.7,2012,Metal
4278,7.2,2012,Rock
4279,6.7,2012,Rap
4280,6.6,2012,Experimental
4281,6.6,2012,Electronic
4282,7.9,2012,Pop/R&B
4283,7.9,2012,Electronic
4284,8.2,2012,Rock
4285,5.4,2012,Electronic
4286,6.0,2012,Electronic
4287,7.3,2012,Electronic
4288,8.3,2012,Rock
4289,8.2,2012,Electronic
4290,6.4,2012,Metal
4291,6.8,2012,Rock
4292,7.6,2012,Rock
4293,7.6,2012,Electronic
4294,7.3,2012,Rock
4295,3.5,2012,Rock
4296,4.0,2012,Rock
4297,7.7,2012,Rap
4298,7.9,2012,Rap
4299,2.9,2012,Rock
4300,7.8,2012,Rock
4301,6.5,2012,Rap
4302,8.1,2012,Rock
4303,7.2,2012,Rock
4304,7.2,2012,Experimental
4305,6.2,2012,Rap
4306,9.1,2012,Rock
4307,6.5,2012,Rock
4308,7.0,2012,Experimental
4309,7.5,2012,Experimental
4310,7.3,2012,Rock
4311,6.0,2012,Electronic
4312,8.0,2012,Rock
4313,8.0,2012,Electronic
4314,7.1,2012,Rock
4315,7.8,2012,Jazz
4316,6.8,2012,Rock
4317,8.0,2012,Rock
4318,8.0,2012,Experimental
4319,4.8,2012,Electronic
4320,5.3,2012,Pop/R&B
